,alt_title,director,domestic_gross,mojo_slug,opening_per_theater,opening_weekend_take,production_budget,release_date_limited,release_date_wide,title,widest_release,worldwide_gross,year
3231,Swordfish (2001),Dominic Sena,69772969.0,swordfish,6775.0,18145632.0,102000000.0,,2001-06-08,Swordfish,2688.0,147080413.0,2001.0
3232,SX_TAPE (2014),,,sxtape,,,,,2014-05-16,SX_TAPE,,,2014.0
3233,Sydney White (2007),Joe Nussbaum,11892415.0,sydneywhite,2469.0,5196380.0,,,2007-09-21,Sydney White,2106.0,13620075.0,2007.0
3234,Sympathy for Mr. Vengeance (2005),,45289.0,sympathyformrvengeance,3275.0,9827.0,,,2005-08-19,Sympathy for Mr. Vengeance,6.0,1954937.0,2005.0
3235,"Synecdoche, New York (2008)",Charlie Kaufman,3083538.0,synecdochenewyork,19133.0,172194.0,20000000.0,,2008-10-24,"Synecdoche, New York",119.0,4393681.0,2008.0
3236,Syriana (2005),,50824620.0,syriana,6699.0,11737143.0,50000000.0,2005-11-23,2005-12-09,Syriana,1775.0,93974620.0,2005.0
3237,The Syrian Bride (2005),,380505.0,syrianbride,7235.0,7235.0,,,2005-11-16,The Syrian Bride,4.0,1522967.0,2005.0
3238,Tabloid (2011),Errol Morris,696921.0,tabloid,6514.0,91201.0,,,2011-07-15,Tabloid,37.0,696921.0,2011.0
3239,Tae Guk Gi: The Brotherhood of War (2004),,1111061.0,taegukgi,8970.0,260135.0,,,2004-09-03,Tae Guk Gi: The Brotherhood of War ,34.0,69827583.0,2004.0
3240,Tai Chi Hero (2013),,35067.0,taichihero,1803.0,12624.0,,,2013-04-26,Tai Chi Hero,7.0,381901.0,2013.0
3241,Taken (2009),Pierre Morel,145000989.0,taken,7765.0,24717037.0,25000000.0,,2009-01-30,Taken,3184.0,226830568.0,2009.0
3242,Taken 2 (2012),Olivier Megaton,139854287.0,taken2,13525.0,49514769.0,45000000.0,,2012-10-05,Taken 2,3706.0,376141306.0,2012.0
3243,Taken 3 (2015),Olivier Megaton,89133410.0,taken3,10908.0,39201657.0,48000000.0,,2015-01-09,Taken 3,3594.0,325648410.0,2015.0
3244,Take Shelter (2011),Jeff Nichols,1730296.0,takeshelter,17347.0,52041.0,5000000.0,,2011-09-30,Take Shelter,91.0,3099314.0,2011.0
3245,Take This Waltz (2012),Sarah Polley,1239692.0,takethiswaltz,4567.0,137019.0,,,2012-06-29,Take This Waltz,64.0,1239692.0,2012.0
3246,Taking Lives (2004),D.J. Caruso,32682342.0,takinglives,4236.0,11458465.0,45000000.0,,2004-03-19,Taking Lives,2705.0,65470529.0,2004.0
3247,Taking Woodstock (2009),Ang Lee,7460204.0,takingwoodstock,2482.0,3457760.0,30000000.0,,2009-08-26,Taking Woodstock,1395.0,9975737.0,2009.0
3248,The Talented Mr. Ripley (1999),Anthony Minghella,81298265.0,talentedmrripley,5521.0,12738237.0,40000000.0,,1999-12-25,The Talented Mr. Ripley ,2369.0,128798265.0,1999.0
3249,The Tale of Despereaux (2008),Sam Fell,50877145.0,taleofdespereaux,3255.0,10103675.0,60000000.0,,2008-12-19,The Tale of Despereaux,3107.0,86947965.0,2008.0
3250,A Tale of Two Sisters (2004),Jee-woon Kim,72541.0,taleoftwosisters,1060.0,1060.0,,,2004-12-03,A Tale of Two Sisters ,9.0,72541.0,2004.0
3251,Tales from Earthsea (2010),Goro Miyazaki,48461.0,talesfromearthsea,4123.0,20614.0,,,2010-08-13,Tales from Earthsea,5.0,68673565.0,2010.0
3252,Talk to Her (2002),Pedro Almodovar,9285469.0,talktoher,52198.0,104396.0,,,2002-11-22,Talk to Her,255.0,51001550.0,2002.0
3253,Talladega Nights: The Ballad of Ricky Bobby (2006),Adam McKay,148213377.0,talladeganights,12369.0,47042215.0,72500000.0,,2006-08-04,Talladega Nights:The Ballad of Ricky Bobby,3807.0,162966177.0,2006.0
3254,The Tall Man (2012),,,tallman,,,,,2012-08-31,The Tall Man,,5212903.0,2012.0
3255,Tamara (2006),,206871.0,tamara,2082.0,29157.0,3500000.0,,2006-02-03,Tamara,32.0,,2006.0
3256,Tamara Drewe (2010),Stephen Frears,560391.0,tamaradrewe,4651.0,18604.0,,,2010-10-08,Tamara Drewe,59.0,11910695.0,2010.0
3257,Tammy (2014),Ben Falcone,84525432.0,tammy,6227.0,21577049.0,20000000.0,,2014-07-02,Tammy,3465.0,100375432.0,2014.0
3258,Tarnation (2004),,592014.0,tarnation,12740.0,12740.0,220.0,,2004-10-06,Tarnation ,22.0,592014.0,2004.0
3259,Tarzan (1999),Chris Buck,171091819.0,tarzan,11388.0,34221968.0,130000000.0,,1999-06-16,Tarzan,3131.0,448191819.0,1999.0
3260,Tashan (2008),,457380.0,tashan,4016.0,301226.0,,,2008-04-25,Tashan ,75.0,11283337.0,2008.0
3261,Taxi (2004),Tim Story,36611066.0,taxi,4008.0,12029832.0,25000000.0,,2004-10-06,Taxi,3001.0,68895435.0,2004.0
3262,Taxi to the Dark Side (2008),,274661.0,taxitothedarkside,5465.0,10930.0,,,2008-01-18,Taxi to the Dark Side,20.0,294309.0,2008.0
3263,Teacher's Pet (2004),,6491969.0,teacherspet,1214.0,2461252.0,,,2004-01-16,Teacher's Pet,2027.0,6491969.0,2004.0
3264,Team America: World Police (2004),Trey Parker,32786074.0,teamamerica,4773.0,12120358.0,32000000.0,,2004-10-15,Team America:World Police,2620.0,50907422.0,2004.0
3265,Tears of the Sun (2003),Antoine Fuqua,43734876.0,tearsofthesun,5737.0,17057213.0,75000000.0,,2003-03-07,Tears of the Sun,2973.0,86468162.0,2003.0
3266,Tea with Mussolini (1999),,14401563.0,teawithmussolini,6048.0,1633183.0,12000000.0,,1999-05-14,Tea with Mussolini ,284.0,,1999.0
3267,Ted (2012),Seth MacFarlane,218815487.0,ted,16800.0,54415205.0,50000000.0,,2012-06-29,Ted,3303.0,549368315.0,2012.0
3268,Teenage (2014),,40169.0,teenage,8000.0,8000.0,,,2014-03-14,Teenage,4.0,,2014.0
3269,Teenage Mutant Ninja Turtles (1990),,135265915.0,teenagemutantninjaturtles,12661.0,25398367.0,13500000.0,,1990-03-30,Teenage Mutant Ninja Turtles ,2377.0,201965915.0,1990.0
3270,Teeth (2008),,347578.0,teeth,7380.0,29521.0,,,2008-01-18,Teeth,16.0,2340110.0,2008.0
3271,Tell No One (2008),,6177192.0,tellnoone,21213.0,169707.0,,,2008-07-02,Tell No One,112.0,33406992.0,2008.0
3272,The Ten (2007),David Wain,769726.0,ten,4854.0,121374.0,,,2007-08-03,The Ten,47.0,785528.0,2007.0
3273,The Ten Commandments (1956),,65500000.0,tencommandments,,,,,1956-10-05,The Ten Commandments,,,1956.0
3274,Tere Naal Love Ho Gaya (2012),,177743.0,terenaallovehogaya,1930.0,94583.0,,,2012-02-24,Tere Naal Love Ho Gaya,49.0,177743.0,2012.0
3275,The Terminal (2004),Steven Spielberg,77872883.0,terminal,6778.0,19053199.0,60000000.0,,2004-06-18,The Terminal,2914.0,219417255.0,2004.0
3276,The Terminator (1984),James Cameron,38371200.0,terminator,4000.0,4020663.0,6400000.0,,1984-10-26,The Terminator,1112.0,78371200.0,1984.0
3277,Terminator 2: Judgment Day (1991),James Cameron,204843345.0,terminator2,13969.0,31765506.0,102000000.0,,1991-07-03,Terminator 2:Judgment Day,2495.0,519843345.0,1991.0
3278,Terminator 3: Rise of the Machines (2003),,150371112.0,terminator3,12568.0,44041440.0,200000000.0,,2003-07-02,Terminator 3:Rise of the Machines,3504.0,433371112.0,2003.0
3279,Terminator Salvation (2009),McG,125322469.0,terminatorsalvation,12056.0,42558390.0,200000000.0,,2009-05-21,Terminator Salvation,3602.0,371353001.0,2009.0
3280,Terms of Endearment (1983),James L. Brooks,108423489.0,termsofendearment,4492.0,4245520.0,8000000.0,1983-11-23,1983-12-09,Terms of Endearment ,1259.0,,1983.0
3281,Terri (2011),Azazel Jacobs,655802.0,terri,10851.0,65103.0,,,2011-07-01,Terri,36.0,,2011.0
3282,Terribly Happy (2010),,170943.0,terriblyhappy,11650.0,11650.0,,,2010-02-05,Terribly Happy,9.0,,2010.0
3283,Test (2014),,18823.0,test,,,,,2014-06-06,Test ,6.0,,2014.0
3284,Texas Chainsaw 3D (2013),John Luessenhop,34341945.0,texaschainsaw3d,8193.0,21744470.0,,,2013-01-04,Texas Chainsaw 3D,2659.0,47241945.0,2013.0
3285,Texas Killing Fields (2011),,45469.0,texaskillingfields,2924.0,8772.0,,,2011-10-14,Texas Killing Fields,10.0,957240.0,2011.0
3286,Thanks for Sharing (2013),,1065881.0,thanksforsharing,1995.0,536591.0,,,2013-09-20,Thanks for Sharing,269.0,1065881.0,2013.0
3287,Thank You for Smoking (2006),Jason Reitman,24793509.0,thankyouforsmoking,4424.0,4491102.0,6500000.0,2006-03-17,2006-04-14,Thank You for Smoking,1020.0,39323027.0,2006.0
3288,That Evening Sun (2009),,281350.0,thateveningsun,7330.0,7330.0,,,2009-11-06,That Evening Sun ,10.0,,2009.0
3289,The Art of the Steal (2010),,544890.0,theartofthesteal,13006.0,39019.0,,,2010-02-26,The Art of the Steal,34.0,,2010.0
3290,The Ghost Writer (2010),Roman Polanski,15541549.0,theghostwriter,2520.0,2063595.0,45000000.0,2010-02-19,2010-03-19,The Ghost Writer,819.0,60222298.0,2010.0
3291,"The Good, the Bad, the Weird (2010)",Jee-woon Kim,128486.0,thegoodthebadtheweird,4775.0,4775.0,10000000.0,,2010-04-23,"The Good, the Bad, the Weird ",15.0,44261209.0,2010.0
3292,The Immigrant (2014),James Gray,2025328.0,theimmigrant,14688.0,44064.0,,,2014-05-16,The Immigrant,150.0,5867686.0,2014.0
3293,The Last Station (2010),Michael Hoffman,6617867.0,thelaststation,24574.0,73723.0,18000000.0,,2010-01-15,The Last Station,354.0,13550772.0,2010.0
3294,Thelma and Louise (1991),Ridley Scott,45360915.0,thelmaandlouise,5174.0,6101297.0,16500000.0,,1991-05-24,Thelma and Louise ,1180.0,,1991.0
3295,The Longest Ride (2015),"George Tillman, Jr.",13823536.0,thelongestride,3868.0,13019686.0,,,2015-04-10,The Longest Ride ,3366.0,16850536.0,2015.0
3296,The Master (2012),Paul Thomas Anderson,16377274.0,themaster,5572.0,4391092.0,,2012-09-14,2012-09-21,The Master,864.0,28258060.0,2012.0
3297,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers (2010),,453650.0,themostdangerousmaninamerica,1114.0,1114.0,,,2010-01-29,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers ,12.0,,2010.0
3298,The Muppets (2011),James Bobin,88631237.0,themuppets,8500.0,29239026.0,45000000.0,,2011-11-23,The Muppets,3440.0,165184237.0,2011.0
3299,Then She Found Me (2008),Helen Hunt,3735717.0,thenshefoundme,8066.0,72594.0,,,2008-04-25,Then She Found Me,153.0,8433048.0,2008.0
3300,The One (2001),James Wong,43905746.0,theone,6604.0,19112404.0,,,2001-11-02,The One ,2894.0,72689126.0,2001.0
3301,The Theory of Everything (2014),James Marsh,35887263.0,theoryofeverything,6248.0,5011146.0,15000000.0,2014-11-07,2014-11-26,The Theory of Everything,1220.0,120840600.0,2014.0
3302,There Be Dragons (2011),Roland Joffe,1069334.0,therebedragons,2724.0,705537.0,36000000.0,,2011-05-06,There Be Dragons,259.0,1069334.0,2011.0
3303,There Will Be Blood (2007),Paul Thomas Anderson,40222514.0,therewillbeblood,5502.0,4869383.0,25000000.0,2007-12-26,2008-01-25,There Will Be Blood,1620.0,76181545.0,2007.0
3304,The Runaways (2010),,3573673.0,therunaways,3300.0,805115.0,10000000.0,,2010-03-19,The Runaways,244.0,4681651.0,2010.0
3305,The Sweeney (2013),,26650.0,thesweeney,1847.0,20321.0,,,2013-03-01,The Sweeney,11.0,6294161.0,2013.0
3306,Wes Craven Presents: They (2002),,12840842.0,they,3185.0,5144090.0,17000000.0,,2002-11-27,Wes Craven Presents:They,1623.0,16130385.0,2002.0
3307,They Live (1988),John Carpenter,13008928.0,theylive,3300.0,4827903.0,,,1988-11-04,They Live ,1463.0,,1988.0
3308,Thief (1981),Michael Mann,11492915.0,thief,,,,,1981-03-27,Thief ,,,1981.0
3309,The Thieves (2012),,685839.0,thieves,12454.0,136993.0,,,2012-10-12,The Thieves,22.0,83519699.0,2012.0
3310,The Thing (1982) (1982),John Carpenter,19629760.0,thing,3699.0,3107897.0,,,1982-06-25,The Thing (1982) ,910.0,,1982.0
3311,Things We Lost in the Fire (2007),,3287315.0,thingswelostinthefire,1367.0,1561949.0,,,2007-10-19,Things We Lost in the Fire,1142.0,8547733.0,2007.0
3312,Thin Ice (2012),,790421.0,thinice,3463.0,183527.0,,,2012-02-17,Thin Ice,53.0,,2012.0
3313,Think Like a Man (2012),Tim Story,91547205.0,thinklikeaman,16693.0,33636303.0,12000000.0,,2012-04-20,Think Like a Man,2052.0,96070507.0,2012.0
3314,The Thin Red Line (1998),Terrence Malick,36400491.0,thinredline,6391.0,9765762.0,52000000.0,1998-12-25,1999-01-15,The Thin Red Line ,1657.0,98126565.0,1998.0
3315,Third Person (2014),Paul Haggis,1021398.0,thirdperson,7771.0,38856.0,,,2014-06-20,Third Person,227.0,1021398.0,2014.0
3316,Thirst (2009),Chan-wook Park,318574.0,thirst,13972.0,55889.0,,,2009-07-31,Thirst ,17.0,13008937.0,2009.0
3317,Thirteen (2003),Catherine Hardwicke,4601043.0,thirteen,23252.0,116260.0,2000000.0,,2003-08-20,Thirteen,243.0,10128960.0,2003.0
3318,Thirteen Days (2000),Roger Donaldson,34592089.0,thirteendays,4814.0,9768899.0,80000000.0,2000-12-22,2001-01-12,Thirteen Days,2034.0,66579890.0,2000.0
3319,Thirteen Ghosts (2001),,41867960.0,thirteenghosts,5453.0,15165355.0,42000000.0,,2001-10-26,Thirteen Ghosts,2781.0,68467960.0,2001.0
3320,The Thirteenth Floor (1999),,11916661.0,thirteenthfloor,1830.0,3322416.0,16000000.0,,1999-05-28,The Thirteenth Floor ,1815.0,18564088.0,1999.0
3321,This Boy's Life (1993),Michael Caton-Jones,4104962.0,thisboyslife,1965.0,1519678.0,,1993-04-09,1993-04-23,This Boy's Life ,773.0,,1993.0
3322,This Film Is Not Yet Rated (2006),Kirby Dick,306845.0,thisfilmisnotyetrated,15332.0,30664.0,,,2006-09-01,This Film Is Not Yet Rated,18.0,339609.0,2006.0
3323,This Is England (2007),,329379.0,thisisengland,18430.0,18430.0,,,2007-07-25,This Is England,14.0,8176544.0,2007.0
3324,This is Not a Film (2012),,77016.0,thisisnotafilm,2522.0,12608.0,,,2012-02-29,This is Not a Film ,5.0,77016.0,2012.0
3325,This is Where I Leave You (2014),Shawn Levy,34296320.0,thisiswhereileaveyou,4030.0,11558149.0,19800000.0,,2014-09-19,This is Where I Leave You,2868.0,40996320.0,2014.0
3326,This Must Be the Place (2012),Paolo Sorrentino,143979.0,thismustbetheplace,3877.0,7754.0,,,2012-11-02,This Must Be the Place,15.0,11790979.0,2012.0
3327,Thomas and the Magic Railroad (2000),,15933506.0,thomasandthemagicrailroad,2060.0,4154932.0,,,2000-07-26,Thomas and the Magic Railroad ,2110.0,19748009.0,2000.0
3328,The Thomas Crown Affair (1999),John McTiernan,69305181.0,thomascrownaffair,6015.0,14600719.0,48000000.0,,1999-08-06,The Thomas Crown Affair ,2427.0,124305181.0,1999.0
3329,Thor (2011),Kenneth Branagh,181030624.0,thor,16618.0,65723338.0,150000000.0,,2011-05-06,Thor,3963.0,449326618.0,2011.0
3330,Three Kings (1999),David O. Russell,60652036.0,threekings,5386.0,15847636.0,75000000.0,,1999-10-01,Three Kings,2942.0,107752036.0,1999.0
3331,The Three Musketeers (1993) (1993),,53898845.0,threemusketeers,5133.0,10621992.0,,,1993-11-12,The Three Musketeers (1993) ,2128.0,,1993.0
3332,The Three Stooges (2012),The Farrelly Bros.,44338224.0,threestooges,4892.0,17010125.0,30000000.0,,2012-04-13,The Three Stooges,3482.0,54819301.0,2012.0
3333,THX 1138 (1971),George Lucas,2437000.0,thx1138,,,,,1971-03-11,THX 1138 ,,,1971.0
3334,Tigerland (2000),Joel Schumacher,139692.0,tigerland,5343.0,26715.0,,,2000-10-06,Tigerland ,5.0,139692.0,2000.0
3335,The Tigger Movie (2000),,45554533.0,tiggermovie,3462.0,9427532.0,30000000.0,,2000-02-11,The Tigger Movie ,2818.0,96159800.0,2000.0
3336,Till Human Voices Wake Us (2003),,120601.0,tillhumanvoiceswakeus,1593.0,7968.0,,,2003-02-21,Till Human Voices Wake Us ,17.0,120601.0,2003.0
3337,The Tillman Story (2010),,802535.0,tillmanstory,13046.0,52185.0,,,2010-08-20,The Tillman Story,28.0,,2010.0
3338,Timbuktu (2015),,1041474.0,timbuktu,11278.0,45110.0,,,2015-01-28,Timbuktu,56.0,1041474.0,2015.0
3339,Time Changer (2002),,1285167.0,timechanger,1775.0,300103.0,825000.0,,2002-10-25,Time Changer ,169.0,,2002.0
3340,Timecop (1994),Peter Hyams,44853581.0,timecop,5415.0,12064625.0,,,1994-09-16,Timecop ,2274.0,101646581.0,1994.0
3341,The Time Machine (2002),Simon Wells,56832494.0,timemachine,7680.0,22610437.0,80000000.0,,2002-03-08,The Time Machine ,2958.0,123729176.0,2002.0
3342,A Time to Kill (1996),Joel Schumacher,108766007.0,timetokill,6982.0,14823159.0,,,1996-07-26,A Time to Kill ,2313.0,152266007.0,1996.0
3343,The Time Traveler's Wife (2009),Robert Schwentke,63414846.0,timetravelerswife,6233.0,18623171.0,39000000.0,,2009-08-14,The Time Traveler's Wife,2988.0,101344412.0,2009.0
3344,Tim's Vermeer (2014),,1671377.0,timsvermeer,12444.0,49777.0,,,2014-01-31,Tim's Vermeer,129.0,,2014.0
3345,"Tinker, Tailor, Soldier, Spy (2011)",Tomas Alfredson,24149393.0,tinkertailorsoldierspy,6772.0,5478521.0,,2011-12-09,2012-01-06,"Tinker, Tailor, Soldier, Spy",886.0,80630608.0,2011.0
3346,Tiny Furniture (2010),,391674.0,tinyfurniture,21235.0,21235.0,,,2010-11-12,Tiny Furniture,21.0,391674.0,2010.0
3347,Titan A.E. (2000),Don Bluth,22753426.0,titanae,3429.0,9376845.0,75000000.0,,2000-06-16,Titan A.E.,2775.0,36754634.0,2000.0
3348,Titanic (1997),James Cameron,658672302.0,titanic,10710.0,28638131.0,200000000.0,,1997-12-19,Titanic,3265.0,2186772302.0,1997.0
3349,To Be and to Have (2003),,777129.0,tobeandtohave,6842.0,20528.0,,,2003-09-19,To Be and to Have ,14.0,16063920.0,2003.0
3350,The To-Do List (2013),,3491669.0,todolist,2672.0,1579402.0,1500000.0,,2013-07-26,The To-Do List,591.0,3566225.0,2013.0
3351,Together (2001),,1034829.0,together,22924.0,45848.0,,,2001-08-24,Together,47.0,14572229.0,2001.0
3352,Tomboy (1985),,14100000.0,tomboy,4215.0,1723935.0,,,1985-01-25,Tomboy ,409.0,,1985.0
3353,Tomorrow Never Dies (1997),,125304276.0,tomorrowneverdies,8957.0,25143007.0,,,1997-12-19,Tomorrow Never Dies,2807.0,333011068.0,1997.0
3354,Tooth Fairy (2010),Michael Lembeck,60022256.0,toothfairy,4190.0,14010409.0,48000000.0,,2010-01-22,Tooth Fairy,3345.0,112462508.0,2010.0
3355,Tootsie (1982),Sydney Pollack,177200000.0,tootsie,5875.0,5540470.0,21000000.0,,1982-12-17,Tootsie,1222.0,,1982.0
3356,Top Five (2014),Chris Rock,25317291.0,topfive,7045.0,6896593.0,,,2014-12-12,Top Five,1426.0,25434291.0,2014.0
3357,Torque (2004),,21215059.0,torque,4048.0,9970557.0,40000000.0,,2004-01-16,Torque,2463.0,46546197.0,2004.0
3358,To Save a Life (2010),,3777210.0,tosavealife,3586.0,1581517.0,500000.0,,2010-01-22,To Save a Life,441.0,3823025.0,2010.0
3359,Total Recall (1990),Paul Verhoeven,119412921.0,totalrecall,12395.0,25533700.0,65000000.0,,1990-06-01,Total Recall,2131.0,261317921.0,1990.0
3360,Total Recall (2012) (2012),Len Wiseman,58877969.0,totalrecall2012,7103.0,25577758.0,125000000.0,,2012-08-03,Total Recall (2012),3601.0,198467168.0,2012.0
3361,To the Arctic (IMAX) (2012),,14198636.0,tothearctic,5405.0,270228.0,,,2012-04-20,To the Arctic (IMAX),52.0,16398636.0,2012.0
3362,To The Wonder (2013),Terrence Malick,587615.0,tothewonder,6856.0,116551.0,,,2013-04-12,To The Wonder,60.0,587615.0,2013.0
3363,Touching the Void (2004),Kevin Macdonald,4593598.0,touchingthevoid,19394.0,96973.0,,,2004-01-23,Touching the Void ,137.0,13885802.0,2004.0
3364,Touch the Sound (2005),,176801.0,touchthesound,2811.0,8435.0,,,2005-09-07,Touch the Sound ,9.0,,2005.0
3365,Touchy Feely (2013),Lynn Shelton,36128.0,touchyfeely,1724.0,3447.0,,,2013-09-06,Touchy Feely ,5.0,,2013.0
3366,The Tourist (2010),Florian Henckel von Donnersmarck,67631157.0,tourist,5977.0,16472458.0,100000000.0,,2010-12-10,The Tourist,2756.0,278346189.0,2010.0
3367,Tower Heist (2011),Brett Ratner,78046570.0,towerheist,7135.0,24025190.0,75000000.0,,2011-11-04,Tower Heist,3870.0,152930623.0,2011.0
3368,Toy Story (1995),John Lasseter,191796233.0,toystory,11860.0,29140617.0,,,1995-11-22,Toy Story,2574.0,361958736.0,1995.0
3369,Toy Story 2 (1999),John LasseterLee Unkrich,245852179.0,toystory2,17734.0,57388839.0,90000000.0,1999-11-19,1999-11-24,Toy Story 2,3257.0,485015179.0,1999.0
3370,Toy Story 3 (2010),Lee Unkrich,415004880.0,toystory3,27385.0,110307189.0,200000000.0,,2010-06-18,Toy Story 3,4028.0,1063171911.0,2010.0
3371,Tracks (1976),Henry Jaglom,,tracks,,,,,1976-04-21,Tracks ,,,1976.0
3372,Trade (2007),,214307.0,trade,1312.0,118086.0,,,2007-09-28,Trade,90.0,1455890.0,2007.0
3373,Trading Places (1983),John Landis,90404800.0,tradingplaces,5344.0,7348200.0,,,1983-06-10,Trading Places ,1389.0,,1983.0
3374,Traffic (2000),Steven Soderbergh,124115725.0,traffic,10276.0,15517549.0,,2000-12-27,2001-01-05,Traffic,1755.0,207515725.0,2000.0
3375,Trailer Park Boys: The Movie (2006),,3860678.0,trailerparkboys,6629.0,1200000.0,,,2006-10-06,Trailer Park Boys:The Movie,203.0,3868567.0,2006.0
3376,Training Day (2001),Antoine Fuqua,76631907.0,trainingday,8315.0,22550788.0,,,2001-10-05,Training Day,2712.0,104876233.0,2001.0
3377,Trainspotting (1996),Danny Boyle,16491080.0,trainspotting,32834.0,262673.0,,,1996-07-19,Trainspotting ,357.0,,1996.0
3378,Traitor (2008),,23530831.0,traitor,3831.0,7868465.0,22000000.0,,2008-08-27,Traitor,2108.0,27664173.0,2008.0
3379,Trance (2013),Danny Boyle,2328743.0,trance,32786.0,131145.0,20000000.0,,2013-04-05,Trance,443.0,24261569.0,2013.0
3380,Transamerica (2005),,9015303.0,transamerica,2213.0,1452303.0,,2005-12-02,2006-03-03,Transamerica,656.0,15151744.0,2005.0
3381,Transcendence (2014),Wally Pfister,23022309.0,transcendence,3151.0,10886386.0,100000000.0,,2014-04-18,Transcendence,3455.0,103039258.0,2014.0
3382,Transformers: The Movie (1986),,5849647.0,transformers,1797.0,1779559.0,,,1986-08-08,Transformers: The Movie ,990.0,5849647.0,1986.0
3383,The Transporter (2002),,25296447.0,transporter,3539.0,9107816.0,21000000.0,,2002-10-11,The Transporter,2610.0,43928932.0,2002.0
3384,Transporter 2 (2005),Louis Leterrier,43095856.0,transporter2,5007.0,16540720.0,32000000.0,,2005-09-02,Transporter 2,3320.0,85167639.0,2005.0
3385,Transporter 3 (2008),Olivier Megaton,31715062.0,transporter3,4594.0,12063452.0,,,2008-11-26,Transporter 3,2626.0,108979549.0,2008.0
3386,Transsiberian (2008),Brad Anderson,2206405.0,transsiberian,17308.0,34615.0,,,2008-07-18,Transsiberian,154.0,5926410.0,2008.0
3387,Trapped (2002),,7073251.0,trapped,1441.0,3210765.0,30000000.0,,2002-09-20,Trapped,2227.0,13414416.0,2002.0
3388,Treasure Planet (2002),,38176783.0,treasureplanet,3744.0,12083248.0,140000000.0,,2002-11-27,Treasure Planet,3227.0,109578115.0,2002.0
3389,The Tree of Life (2011),Terrence Malick,13303319.0,treeoflife,93230.0,372920.0,32000000.0,,2011-05-27,The Tree of Life,237.0,54303319.0,2011.0
3390,Tremors (1990),Ron Underwood,16667084.0,tremors,2535.0,3731520.0,,,1990-01-19,Tremors ,1477.0,,1990.0
3391,Trespass (1992),Walter Hill,13249535.0,trespass,4905.0,5012910.0,,,1992-12-25,Trespass ,1027.0,,1992.0
